"Rank","Geographic Area","Census_2010","Estimates Base","Jul_1_2010","Jul_1_2011","Jul_1_2012","Jul_1_2013","Jul_1_2014","Jul_1_2015","Jul_1_2016","Jul_1_2017","Jul_1_2018","Jul_1_2019","latitude","longitude"
1,"New York city, New York","8,175,133",8175031,8190209,8272948,8346693,8396091,8433806,8463049,8469153,8437478,8390081,8336817,40.7127281,-74.0060152
2,"Los Angeles city, California","3,792,621",3793139,3795512,3820876,3851202,3881622,3909901,3938568,3963226,3975788,3977596,3979576,34.0536909,-118.242766
3,"Chicago city, Illinois","2,695,598",2695652,2697477,2708114,2719141,2725731,2727066,2724344,2716723,2711069,2701423,2693976,41.8755616,-87.6244212
4,"Houston city, Texas","2,099,451",2095517,2100280,2126032,2161593,2199391,2241826,2286908,2309544,2316750,2318573,2320268,29.7589382,-95.3676974
5,"Phoenix city, Arizona","1,445,632",1446691,1449038,1469796,1499274,1526491,1555445,1583690,1612199,1633560,1654675,1680992,33.4484367,-112.0741417
6,"Philadelphia city, Pennsylvania","1,526,006",1526012,1528283,1540466,1551824,1558313,1565460,1571065,1576051,1580601,1583592,1584064,39.9527237,-75.1635262
7,"San Antonio city, Texas","1,327,407",1326161,1332299,1357120,1383075,1408339,1435456,1464043,1487843,1511154,1530016,1547253,29.4246002,-98.4951405
8,"San Diego city, California","1,307,402",1301929,1305906,1319592,1336776,1355320,1375831,1387323,1402089,1412621,1421917,1423851,32.7174202,-117.1627728
9,"Dallas city, Texas","1,197,816",1197658,1200350,1218282,1242115,1258835,1279098,1301329,1323916,1342479,1341802,1343573,32.7762719,-96.7968559
10,"San Jose city, California","945,942",952528,954940,970369,983530,1001279,1014273,1025980,1030242,1032335,1028020,1021795,37.3361905,-121.890583
11,"Austin city, Texas","790,390",801829,806164,828459,854482,875003,901170,921114,939447,951553,962469,978908,30.2711286,-97.7436995
12,"Jacksonville city, Florida","821,784",821750,823114,829609,837013,842735,852494,865836,880520,892025,902437,911507,30.3321838,-81.655651
13,"Fort Worth city, Texas","741,206",744824,748441,764142,781046,796073,815057,835356,856177,874809,893216,909585,32.753177,-97.3327459
14,"Columbus city, Ohio","787,033",789018,790943,800607,812740,827797,841673,854950,866894,881694,890869,898553,39.9622601,-83.0007065
15,"Charlotte city, North Carolina","731,424",735607,738444,754829,773264,792047,807400,825668,843117,860002,872514,885708,35.2272086,-80.8430827
16,"San Francisco city, California","805,235",805184,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549,37.7790262,-122.419906
17,"Indianapolis city, Indiana","820,445",820457,821579,827664,835499,844696,850164,853714,859049,863478,870960,876384,39.7683331,-86.1583502
18,"Seattle city, Washington","608,660",608661,610630,622694,635928,653588,670109,687386,709631,728661,742235,753675,47.6038321,-122.3300624
19,"Denver city, Colorado","600,158",599825,603359,620530,635163,649391,664582,683285,696159,704961,716265,727211,39.7392364,-104.9848623
20,"Washington city, District of Columbia","601,723",601767,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749,38.8949924,-77.0365581
21,"Boston city, Massachusetts","617,594",617792,621048,630505,642955,653002,662855,670491,679848,687788,691147,692600,42.3602534,-71.0582912
22,"El Paso city, Texas","649,121",648245,650671,664404,674941,674808,677235,676242,679955,681343,679875,681728,31.7754152,-106.464634
23,"Nashville, Tennessee","601,222",603438,604589,612518,625550,635999,645259,655498,661765,663587,667006,670820,36.2206081,-86.6956373315443
24,"Detroit city, Michigan","713,777",713898,711131,705118,700183,691868,682609,679410,677143,674631,672977,670031,42.3315509,-83.0466403
25,"Oklahoma City city, Oklahoma","579,999",580462,582516,590947,600971,612061,621639,632172,639924,642822,647912,655057,35.4729886,-97.5170536
26,"Portland city, Oregon","583,776",583793,585429,595451,604264,609890,620510,631366,642720,647924,650837,654741,45.5202471,-122.6741949
27,"Las Vegas city, Nevada","583,756",584489,584576,586606,593275,599551,607976,617487,626538,635262,643228,651319,36.1672559,-115.148516
28,"Memphis city, Tennessee","646,889",651873,652326,655341,658786,657146,654990,654106,652548,650878,651104,651073,35.1490215,-90.0516285
29,"Louisville, Kentucky","597,337",595710,596482,599920,604246,610471,612634,615372,617583,619728,618495,617638,38.2542376,-85.759407
30,"Baltimore city, Maryland","620,961",620770,620915,620410,622895,622391,623587,622522,616226,610481,602443,593490,39.3053485,-76.6990587
31,"Milwaukee city, Wisconsin","594,833",594498,594865,597086,598569,599916,600664,600477,596996,593725,591375,590157,43.0349931,-87.922497
32,"Albuquerque city, New Mexico","545,852",546153,546755,552066,555002,557445,557444,557937,559192,559673,559629,560513,35.0841034,-106.650985
33,"Tucson city, Arizona","520,116",526634,527160,530709,531880,532945,534800,535607,537528,541377,544858,548073,32.2228765,-110.9748477
34,"Fresno city, California","494,665",497172,497769,501429,505414,508880,514100,518203,521426,525373,528814,531576,36.7295295,-119.708861260756
35,"Mesa city, Arizona","439,041",440092,440993,447681,456968,464803,473132,481811,490695,500021,507945,518012,33.4151117,-111.8314792
36,"Sacramento city, California","466,488",466383,467286,470902,474226,478214,482762,488133,494127,500777,507737,513624,38.5810606,-121.493895
37,"Atlanta city, Georgia","420,003",427059,429410,437812,449016,453990,461154,468303,479174,491670,498183,506811,33.7489924,-84.3902644
38,"Kansas City city, Missouri","459,787",459902,460697,462368,464595,467213,470629,475073,481670,488329,492012,495327,39.100105,-94.5781416
39,"Colorado Springs city, Colorado","416,427",417447,420685,427434,432782,438146,442361,449572,458714,465167,472567,478221,38.8339578,-104.8253485
40,"Omaha city, Nebraska","408,958",458989,459659,462101,465261,468086,470423,472638,475044,476271,477299,478192,41.2587459,-95.9383758
41,"Raleigh city, North Carolina","403,892",404068,406353,413958,423304,431391,439503,449546,459469,465776,469314,474069,35.7803977,-78.6390989
42,"Miami city, Florida","399,457",399481,400779,406593,411149,415661,425110,434738,449149,456617,462819,467963,25.7741728,-80.19362
43,"Long Beach city, California","462,257",462221,462431,464512,466873,468000,469109,470128,468719,466646,465865,462628,33.7690164,-118.191604
44,"Virginia Beach city, Virginia","437,994",437903,438859,442583,445044,447706,448864,450304,450983,449896,449849,449974,36.5943204,-75.8876014
45,"Oakland city, California","390,724",390765,391406,396086,401104,406648,412901,418211,420947,424382,429056,433031,37.8044557,-122.2713563
46,"Minneapolis city, Minnesota","382,578",382603,383067,388052,392768,400070,407067,411030,415079,420925,424903,429606,44.9772995,-93.2654692
47,"Tulsa city, Oklahoma","391,906",392004,392403,393005,394643,398401,399892,403491,404007,402060,400414,401190,36.1556805,-95.9929113
48,"Tampa city, Florida","335,709",336150,337053,342589,348090,355172,362664,371464,380344,391026,397232,399700,27.9477595,-82.458444
49,"Arlington city, Texas","365,438",365098,365892,370253,375629,378950,382721,388728,394384,397173,398123,398854,32.701939,-97.105623790337
50,"New Orleans city, Louisiana","343,829",343828,347772,360735,369787,378637,383940,389742,391843,391493,391004,390144,29.9499323,-90.0701156
51,"Wichita city, Kansas","382,368",382437,382745,383773,385751,387210,388416,389412,390519,390277,389231,389938,37.6922361,-97.3375448
52,"Bakersfield city, California","347,483",347817,348987,353221,357312,362834,366954,371348,374699,377940,381714,384145,35.3738712,-119.0194639
53,"Cleveland city, Ohio","396,815",396665,395926,392667,391550,391792,390871,389244,387662,385252,383214,381009,41.5051613,-81.6934446
54,"Aurora city, Colorado","325,078",324659,326055,332730,339261,345613,352660,360098,363277,367574,374572,379289,39.729432,-104.8319196
55,"Anaheim city, California","336,265",336109,336760,339831,342071,343832,344604,348251,350013,350476,350698,350365,33.8340292,-117.933485854166
56,"Honolulu, Hawaii","337,256",337721,339121,343059,346845,349237,349561,351571,351747,349750,346945,345064,21.304547,-157.855676
57,"Santa Ana city, California","324,528",324774,325327,328227,330550,333716,333431,333417,333765,332627,331912,332318,33.7494951,-117.8732213
58,"Riverside city, California","303,871",303933,305466,309472,312323,315510,317702,320483,323684,326882,329654,331360,33.9533546,-117.3961623
59,"Corpus Christi city, Texas","305,215",305226,305272,308103,312390,317043,320765,324672,325786,325568,326307,326586,27.7477253,-97.4014129
60,"Lexington, Kentucky","295,803",295870,296848,301696,305947,309865,311784,315819,319644,321964,322426,323152,38.0464066,-84.4970393
61,"Henderson city, Nevada","257,729",257001,257452,258752,263278,268274,274255,282167,289480,299314,309518,320189,36.0301134,-114.9826194
62,"Stockton city, California","291,707",292182,292888,295363,297045,297493,301062,304550,307158,310143,311628,312697,37.9577016,-121.2907796
63,"St. Paul city, Minnesota","285,068",285112,285510,288872,291280,295054,297655,299915,302948,304913,306960,308096,44.9500208,-93.0949764
64,"Cincinnati city, Ohio","296,943",297025,296980,296187,296900,297905,298626,299439,299748,301587,302277,303940,39.1014537,-84.5124602
65,"St. Louis city, Missouri","319,294",319289,319336,319344,319416,318476,317399,316010,312633,308233,303419,300576,38.6264256,-90.1995853
66,"Pittsburgh city, Pennsylvania","305,704",305245,305283,306012,306355,306902,305964,304070,304643,301494,300570,300286,40.4416941,-79.9900861
67,"Greensboro city, North Carolina","269,666",268936,269598,272430,276041,279244,282261,284610,289182,291537,294518,296710,36.0726355,-79.7919754
68,"Lincoln city, Nebraska","258,379",258794,259455,262690,265861,269129,274128,277345,281339,284527,286930,289102,40.8088861,-96.7077751
69,"Anchorage municipality, Alaska","291,826",291836,293321,296197,298255,301142,299893,297547,297249,294338,290521,288000,61.2163129,-149.894852
70,"Plano city, Texas","259,841",259859,261234,267035,272329,274708,278226,283887,287269,287715,288747,287677,33.0136764,-96.6925096
71,"Orlando city, Florida","238,300",238836,239326,243620,249935,255135,262469,270786,278512,281804,285903,287442,28.5421109,-81.3790304
72,"Irvine city, California","212,375",212107,213450,220303,229063,236057,247136,255382,265345,276000,281732,287401,33.6856969,-117.8259819
73,"Newark city, New Jersey","277,140",277135,277175,277574,277594,278121,278936,279636,280681,281237,281752,282011,40.735657,-74.1723667
74,"Durham city, North Carolina","228,330",229892,230727,235341,241117,246992,253290,258647,265499,269844,274557,278993,35.996653,-78.9018053
75,"Chula Vista city, California","243,916",243923,244648,248318,252379,256691,259885,264206,266238,269046,270819,274492,32.6400541,-117.0841955
76,"Toledo city, Ohio","287,208",287357,287065,285425,283185,282352,280712,279898,278897,276688,274864,272779,41.6529143,-83.5378173
77,"Fort Wayne city, Indiana","253,691",253739,254161,256293,257626,259333,260570,262109,263513,265128,267460,270402,41.0799898,-85.1386015
78,"St. Petersburg city, Florida","244,769",245177,245222,245871,246656,248453,252225,255041,259266,262588,264466,265351,27.7703796,-82.6695085
79,"Laredo city, Texas","236,091",235780,236807,241195,245728,249602,252734,255271,257862,259324,260856,262491,27.5236998,-99.497352
80,"Jersey City city, New Jersey","247,597",247608,248324,252877,256072,257119,258632,260171,260427,263292,263851,262075,40.7215682,-74.047455
81,"Chandler city, Arizona","236,123",236157,236454,236834,237660,239888,240888,243679,247845,253599,257186,261165,33.3061605,-111.84125
82,"Madison city, Wisconsin","233,209",233173,233730,236908,239880,243233,245848,248788,252677,255786,257854,259680,43.074761,-89.3837613
83,"Lubbock city, Texas","229,573",229943,231105,233928,236361,239708,244350,247950,251387,254432,256469,258862,33.5635206,-101.879336
84,"Scottsdale city, Arizona","217,385",217492,217638,220816,225191,228887,233949,241073,247953,251396,254479,258069,33.4942189,-111.9260184
85,"Reno city, Nevada","225,221",225317,225652,227061,228926,230987,234096,238082,242143,246615,250146,255601,39.5261206,-119.8126581
86,"Buffalo city, New York","261,310",261346,261275,260701,260155,260013,259548,258165,256816,256301,255781,255284,42.8867166,-78.8783922
87,"Gilbert town, Arizona","208,453",208462,209493,211466,215916,221626,227308,232401,237139,242695,249914,254114,33.3527632,-111.7890373
88,"Glendale city, Arizona","226,721",226172,226236,229304,233588,236869,239964,243103,245903,247784,249955,252381,33.5386858,-112.1859941
89,"North Las Vegas city, Nevada","216,961",216667,216836,218291,221856,225346,228680,232537,236513,240504,245349,251974,36.2005843,-115.1215844
90,"Winston-Salem city, North Carolina","229,617",229627,230022,231867,233867,235728,238478,239755,241776,244501,246535,247945,36.0998131,-80.2440518
91,"Chesapeake city, Virginia","222,209",222311,223556,225361,228091,230327,233360,235111,237464,240143,242359,244835,36.7183708,-76.2466798
92,"Norfolk city, Virginia","242,803",242827,242999,243655,246149,245468,246576,246457,245680,244543,243585,242742,36.8462923,-76.2929252
93,"Fremont city, California","214,089",214074,214553,217391,221426,224796,228274,231687,233478,234544,237811,241110,37.5482697,-121.988571
94,"Garland city, Texas","226,876",226908,227345,230055,233698,234660,235590,237161,236310,238327,241709,239928,32.912624,-96.6388833
95,"Irving city, Texas","216,290",216285,216859,219859,225748,228943,232584,237201,239898,240608,241424,239798,32.8295183,-96.9442177
96,"Hialeah city, Florida","224,669",224704,225470,228127,230445,232316,232850,233872,234283,236314,234941,233339,25.8575963,-80.2781057
97,"Richmond city, Virginia","204,214",204375,204302,206391,210794,213860,217044,220856,225369,227230,229221,230436,37.54032945,-77.4395261551634
98,"Boise City city, Idaho","205,671",209384,209576,212635,215627,217330,219440,220850,224604,227648,228442,228959,43.6166163,-116.200886
99,"Spokane city, Washington","208,916",209455,209525,209042,209304,210036,211095,212545,215191,217415,219332,222081,47.6571934,-117.4235106
100,"Baton Rouge city, Louisiana","229,493",229423,229374,228643,228889,228346,227851,227202,226686,224414,222190,220236,30.4459596,-91.18738
101,"Tacoma city, Washington","198,397",198247,198230,199519,201537,202127,203740,206784,210248,213417,216111,217827,47.2495798,-122.4398746
102,"San Bernardino city, California","209,924",210422,210637,212159,213161,213789,214222,215325,216036,216902,216323,215784,34.8253019,-116.0833144
103,"Modesto city, California","201,165",203114,203301,204017,205040,206075,207652,209245,211231,213000,214389,215196,37.6390972,-120.9968782
104,"Fontana city, California","196,069",196458,197317,199880,201212,202670,203972,206163,208718,211122,213202,214547,34.0922335,-117.435048
105,"Des Moines city, Iowa","203,433",204220,205032,207924,210244,212026,214350,215243,216308,216662,215994,214237,41.5910323,-93.6046655
106,"Moreno Valley city, California","193,365",193305,194240,196590,198214,200195,201831,202919,204711,206741,208889,213055,33.937517,-117.2305944
107,"Santa Clarita city, California","176,320",208778,208822,209843,210672,211376,212283,213184,213526,213734,213549,212979,34.3916641,-118.542586
108,"Fayetteville city, North Carolina","200,564",200565,208337,208745,208884,211069,210076,209596,211065,209091,210748,211657,35.0525759,-78.878292
109,"Birmingham city, Alabama","212,237",212585,212328,212095,211287,211765,211651,212259,211977,211533,210487,209403,33.5206824,-86.8024326
110,"Oxnard city, California","197,899",198047,198539,199968,201105,202835,204560,206228,207455,208831,209271,208881,34.1976308,-119.1803818
111,"Rochester city, New York","210,565",210674,210217,210491,210329,210179,209329,208561,207659,206410,206004,205695,43.157285,-77.615214
112,"Port St. Lucie city, Florida","164,603",164203,164848,166283,167888,169405,172669,177695,183521,189119,194808,201846,27.2939333,-80.3503283
113,"Grand Rapids city, Michigan","188,040",188036,188007,189104,190821,192982,194335,195056,196556,199135,200136,201013,42.9632405,-85.6678639
114,"Huntsville city, Alabama","180,105",180395,180941,182327,183748,186001,187834,190333,192412,195420,198125,200574,34.729847,-86.5859011
115,"Salt Lake City city, Utah","186,440",186433,186643,188265,190183,192121,191837,192163,194680,200932,200435,200567,40.7596198,-111.8867975
116,"Frisco city, Texas","116,989",117174,118201,123515,128445,136794,144965,154390,164176,177730,188452,200490,33.1506744,-96.8236116
117,"Yonkers city, New York","195,976",196026,196407,197584,198057,198769,199367,199667,200077,199873,199883,200370,40.9312099,-73.8987469
118,"Amarillo city, Texas","190,695",190666,191249,193763,195404,196248,197200,197816,198694,199722,199183,199371,35.2072185,-101.8338246
119,"Glendale city, California","191,719",191692,191720,192656,193859,195318,198232,199197,200118,201804,200688,199303,34.1469416,-118.2478471
120,"Huntington Beach city, California","189,992",191038,191296,192995,194174,197107,199610,200653,200284,200938,200126,199223,33.6783336,-118.0000166
121,"McKinney city, Texas","131,117",131152,132934,137928,143510,149207,157143,163612,173577,182104,191748,199177,33.1976496,-96.6154471
122,"Montgomery city, Alabama","205,764",205501,205593,205198,203946,202439,201435,201018,200441,200047,198899,198525,32.3669656,-86.3006485
123,"Augusta, Georgia","195,844",195859,196375,195847,196989,196602,196579,196763,197276,197018,197025,197888,33.4709714,-81.9748429
124,"Aurora city, Illinois","197,899",197975,198207,199150,199648,199803,200189,200315,200799,200391,199199,197757,41.7571701,-88.3147539
125,"Akron city, Ohio","199,110",199209,199081,199112,198969,198972,199008,198588,198068,198085,197884,197597,41.083064,-81.518485
126,"Little Rock city, Arkansas","193,524",193538,193972,195292,196564,197143,197595,198178,198631,198314,197484,197312,34.7464809,-92.2895948
127,"Tempe city, Arizona","161,719",161774,162323,164477,168549,170740,175636,179114,184877,185792,191746,195805,33.4255056,-111.9400091
128,"Columbus city, Georgia","189,885",190570,191101,195271,198965,203225,200563,198702,196219,193836,194169,195769,32.4610708,-84.9880449
129,"Overland Park city, Kansas","173,372",173329,174040,176034,178683,180932,183980,186222,189302,191327,192724,195494,38.9742502,-94.6851702
130,"Grand Prairie city, Texas","175,396",175468,175974,178903,182030,183891,185824,188411,192095,193973,193989,194543,32.657368,-97.0284662417504
131,"Tallahassee city, Florida","181,376",181050,181438,182997,186298,185602,187094,188645,188870,191655,192763,194500,30.4380832,-84.2809332
132,"Cape Coral city, Florida","154,305",154309,154731,157330,160558,164336,168365,173572,178534,183701,189468,194495,26.6059432,-81.9806771
133,"Mobile city, Alabama","195,111",194659,194577,193801,193761,193288,192582,191975,191472,190190,189809,188720,30.6943566,-88.0430541
134,"Knoxville city, Tennessee","178,874",178134,178258,179955,181093,181779,182631,184046,184986,186905,187362,187603,35.9603948,-83.9210261
135,"Shreveport city, Louisiana","199,311",200976,201437,202327,202347,200469,198259,197001,194672,192023,189360,187112,32.5221828,-93.7651944
136,"Worcester city, Massachusetts","181,045",180891,181759,182387,182575,183327,184559,184627,184859,185325,185555,185428,42.2625621,-71.8018877
137,"Ontario city, California","163,924",163936,164377,165756,166630,167096,168097,170210,172561,175334,180718,185010,34.065846,-117.6484304
138,"Vancouver city, Washington","161,791",167159,167595,169046,170035,171565,173406,176409,178621,180360,182887,184463,45.6306954,-122.6744557
139,"Sioux Falls city, South Dakota","153,888",153978,154533,156471,159847,163478,167050,170183,173503,177636,180398,183793,43.5460587,-96.7313928
140,"Chattanooga city, Tennessee","167,674",170322,170574,172341,173972,175325,175321,176400,177746,179530,181918,182799,35.0457219,-85.3094883
141,"Brownsville city, Texas","175,023",174729,175362,178154,179652,180648,181656,181528,182311,182384,182333,182781,25.9140256,-97.4890856
142,"Fort Lauderdale city, Florida","165,521",165754,166126,169012,170909,172275,175153,177356,178837,179877,182101,182437,26.1223084,-80.1433786
143,"Providence city, Rhode Island","178,042",177770,178029,178332,178813,178692,179119,179252,179548,179252,179520,179883,41.8239891,-71.4128343
144,"Newport News city, Virginia","180,719",180955,180888,180078,180056,181275,181522,180958,180209,179447,178523,179225,37.0792493,-76.4719530385365
145,"Rancho Cucamonga city, California","165,269",165380,166226,167928,169959,170815,173220,174203,175782,176921,177345,177603,34.1033192,-117.5751735
146,"Santa Rosa city, California","167,815",175038,175238,176243,177093,178684,180585,181485,181909,181596,176750,176753,38.4404925,-122.7141049
147,"Peoria city, Arizona","154,065",154048,154846,155014,155326,156354,157770,160431,164212,168192,172263,175961,33.5806115,-112.237294
148,"Oceanside city, California","167,086",167547,168079,170008,171590,173175,174318,175189,175451,175884,175758,175742,33.1958696,-117.3794834
149,"Elk Grove city, California","153,015",152995,153375,155615,158083,160251,162701,165997,169156,171425,172603,174775,38.4087993,-121.3716178
150,"Salem city, Oregon","154,637",154931,155247,156171,157369,158814,160675,163175,166478,169627,172646,174365,44.9391565,-123.033121
151,"Pembroke Pines city, Florida","154,750",154898,155265,158278,160245,162133,164065,165800,168321,170707,171975,173591,26.0031465,-80.223937
152,"Eugene city, Oregon","156,185",156431,156527,157424,158238,158441,160260,162910,165927,169391,170701,172622,44.0505054,-123.0950506
153,"Garden Grove city, California","170,883",170958,171181,172957,173809,174422,174423,174343,174571,173422,172195,171644,33.7746292,-117.9463717
154,"Cary town, North Carolina","135,234",135840,137086,142209,146154,151328,155439,159712,162477,165927,168042,170282,35.81483965,-78.7761103853954
155,"Fort Collins city, Colorado","143,986",144879,145268,146673,149508,152668,156804,160991,163004,165541,168324,170243,40.5508527,-105.0668085
156,"Corona city, California","152,374",152315,153052,154693,157405,158763,160419,163154,166067,167310,168476,169868,33.8752945,-117.5664449
157,"Springfield city, Missouri","159,498",159341,159376,160246,161915,163708,164749,166133,166541,167116,167539,167882,37.2166779,-93.2920373
158,"Jackson city, Mississippi","173,514",173551,173698,175149,174822,172927,172014,170901,169022,166823,163772,160628,32.2990384,-90.1847691
159,"Alexandria city, Virginia","139,966",139998,140729,144219,147291,149637,151375,153654,156698,159215,159069,159428,38.8051095,-77.0470229
160,"Hayward city, California","144,186",144427,144835,146935,149406,151753,154376,157999,159331,160324,159760,159203,37.6688205,-122.080796
161,"Clarksville city, Tennessee","132,929",132901,133486,136104,142652,142281,145899,148147,149162,152917,156376,158146,36.5277607,-87.3588703
162,"Lakewood city, Colorado","142,980",142600,142759,144087,145396,146878,149434,152052,154039,154966,156682,157935,39.6246085,-105.084204002224
163,"Lancaster city, California","156,633",156649,156824,158078,158253,159055,159634,159813,159633,159434,158622,157601,34.6981064,-118.1366153
164,"Salinas city, California","150,441",150607,150887,152412,153815,154958,155717,156244,156830,156463,155647,155465,36.6744117,-121.6550372
165,"Palmdale city, California","152,750",152733,152936,153996,154861,156495,156770,156988,156739,156558,156158,155079,34.5793131,-118.1171108
166,"Hollywood city, Florida","140,768",140709,141013,143421,144998,146038,146978,148313,151630,153371,154381,154817,26.0112014,-80.1494901
167,"Springfield city, Massachusetts","153,060",153132,153569,153773,153933,154056,154376,154582,154028,154207,154329,153606,42.1018764,-72.5886727
168,"Macon-Bibb County, Georgia","(X)",155783,155814,156211,156606,155031,154329,153945,153152,152840,152903,153159,32.8406946,-83.6324022
169,"Kansas City city, Kansas","145,786",145783,145878,146227,147454,148899,150122,151502,152485,152739,152965,152960,39.1134562,-94.626497
170,"Sunnyvale city, California","140,081",140060,140462,143805,146436,148055,149769,151630,153544,153217,152807,152703,37.3688301,-122.036349
171,"Pomona city, California","149,058",149061,149107,149693,150453,151072,152225,152407,152445,152468,151925,151691,34.0553813,-117.7517496
172,"Killeen city, Texas","127,921",127747,129024,130838,134240,136294,137589,140147,142854,145149,148683,151666,31.1171441,-97.727796
173,"Escondido city, California","143,911",143976,144440,146099,147570,148794,149708,150683,151204,151220,151793,151625,33.1216751,-117.0814849
174,"Pasadena city, Texas","149,043",149307,149523,151156,152662,153532,154447,154530,154525,153858,152733,151227,29.6910625,-95.2091006
175,"Naperville city, Illinois","141,853",142170,142402,143205,144017,144892,146193,146975,147192,147619,148090,148449,41.7728699,-88.1479278
176,"Bellevue city, Washington","122,363",127885,128357,130196,132074,133688,136275,139757,141758,145273,147064,148164,47.6144219,-122.192337
177,"Joliet city, Illinois","147,433",147308,147524,147771,148084,147749,147592,147432,147802,147821,147730,147344,41.5263603,-88.0840212
178,"Murfreesboro city, Tennessee","108,755",109119,109572,111901,114141,117042,120808,125958,131409,136217,141442,146900,35.8460396,-86.3921096
179,"Midland city, Texas","111,147",111193,111276,113941,119794,124163,128352,133440,134935,136205,142173,146038,31.9973662,-102.0779482
180,"Rockford city, Illinois","152,871",153285,153147,152129,151258,150608,149378,148465,147796,147008,146307,145609,42.2713945,-89.093966
181,"Paterson city, New Jersey","146,199",146181,146391,145593,146111,146049,145911,145928,145773,146015,145594,145233,40.9167654,-74.171811
182,"Savannah city, Georgia","136,286",136918,137412,140414,142327,142600,143883,145160,145818,145804,145817,144464,32.0809263,-81.0911768
183,"Bridgeport city, Connecticut","144,229",144246,144864,146146,147096,147716,147870,147409,146287,145346,144772,144399,41.1847223,-73.1867205318385
184,"Torrance city, California","145,438",145151,145154,145769,146257,146671,146845,146950,146416,145781,144706,143592,33.8358492,-118.3406288
185,"McAllen city, Texas","129,877",131547,132093,134639,136277,137421,138719,139909,141888,142249,142530,143268,26.2043691,-98.230082
186,"Syracuse city, New York","145,170",145150,145215,144526,144414,145044,144331,143816,143176,142287,142745,142327,43.0481221,-76.1474244
187,"Surprise city, Arizona","117,517",117473,117643,119617,122266,125035,127880,130336,132846,134781,137717,141664,33.6292271,-112.3680189
188,"Denton city, Texas","113,383",116326,117010,120101,123573,125030,128217,131154,134261,135629,138315,141541,33.1838787,-97.1413417
189,"Roseville city, California","118,788",119277,119916,122725,124432,126769,128397,130018,132708,135077,138953,141500,38.7521235,-121.2880059
190,"Thornton city, Colorado","118,772",118787,119391,121911,124361,127022,129479,132176,134574,136777,139352,141464,39.8695516,-104.985181
191,"Miramar city, Florida","122,041",121958,122300,125059,128697,130120,134494,136476,138964,140215,140564,141191,25.9873137,-80.2322706
192,"Pasadena city, California","137,122",137114,137111,137652,138097,139292,139529,141025,141601,141757,140906,141029,34.1476452,-118.1444779
193,"Mesquite city, Texas","139,824",139701,139963,141520,143365,143604,144508,144988,144681,144218,142520,140937,32.7666103,-96.599472
194,"Olathe city, Kansas","125,872",125922,126269,128325,129963,131798,132839,134298,135928,137526,139758,140545,38.8838856,-94.81887
195,"Dayton city, Ohio","141,527",141989,142348,142000,141916,142035,141117,140819,140849,140372,140439,140407,39.7589478,-84.1916069
196,"Carrollton city, Texas","119,097",119211,119564,122527,125484,126545,128349,133060,133704,136054,137013,139248,32.9537349,-96.8902816
197,"Waco city, Texas","124,805",124797,125377,126443,127494,129011,129860,131801,133421,136939,137886,139236,31.549333,-97.1466695
198,"Orange city, California","136,416",136776,137103,138539,139372,139972,139424,140503,140581,140251,139449,138669,33.7500378,-117.8704931
199,"Fullerton city, California","135,161",135233,135291,136386,138103,138637,138840,139982,140454,139744,139273,138632,33.8708215,-117.9294165
200,"Charleston city, South Carolina","120,083",120364,120700,123012,125223,127246,129434,132413,134453,135626,136111,137566,32.7876012,-79.9402728
201,"West Valley City city, Utah","129,480",129489,129653,131031,132463,133744,134431,135903,136741,136334,135982,135248,40.696629,-111.9867271
202,"Visalia city, California","124,442",124528,124869,125649,126420,127309,128482,129369,130662,132388,133428,134605,36.3302284,-119.2920585
203,"Hampton city, Virginia","137,436",137464,137415,136628,137177,137332,137680,136264,135374,134725,134330,134510,37.0241295,-76.3443533608684
204,"Gainesville city, Florida","124,354",124504,124681,125671,125993,126340,127571,129356,131580,132041,133665,133997,29.6519684,-82.3249846
205,"Warren city, Michigan","134,056",134070,134081,134173,134590,135312,135666,135386,135245,135100,134376,133943,42.4932575,-83.0062746
206,"Coral Springs city, Florida","121,096",122588,122887,125141,126682,127788,128847,130160,131753,133542,133712,133759,26.271192,-80.2706044
207,"Cedar Rapids city, Iowa","126,326",126580,126852,128231,128478,128826,129662,130832,131397,132564,133209,133562,41.9758872,-91.6704053
208,"Round Rock city, Texas","99,887",100021,100772,103864,106504,109547,112665,115981,120864,123684,128849,133372,30.508235,-97.6788934
209,"Sterling Heights city, Michigan","129,699",129675,129709,130042,130672,131521,132136,132041,132522,132681,132725,132438,42.5803122,-83.0302033
210,"Kent city, Washington","92,411",118620,119067,122165,124739,126118,127727,129241,130508,131697,131734,132319,47.3826903,-122.2270272
211,"Columbia city, South Carolina","129,272",130421,130774,131302,131761,131527,131781,133616,134129,134005,132770,131674,34.0007493,-81.0343313
212,"Santa Clara city, California","116,468",116453,116761,117836,119337,120486,121967,126024,126429,126709,129085,130365,37.2333253,-121.6846349
213,"New Haven city, Connecticut","129,779",129884,129816,130845,131114,130906,130611,130383,130417,130653,129993,130250,41.29843435,-72.9310234270791
214,"Stamford city, Connecticut","122,643",122633,122781,123988,125046,126306,127951,128352,128974,129880,129806,129638,41.072089,-73.5444361483287
215,"Concord city, California","122,067",122169,122505,123518,124678,125888,127128,128303,129036,129592,129743,129295,37.9768525,-122.0335624
